35.0	2	1	0
32.0	2	1	0
32.0	2	1	0
33.0	1	1	0
28.0	2	1	0
64.46817248	1	0	1
26.0	1	1	0
54.19301848	2	0	1
33.0	2	1	0
41.7412731	1	0	1
53.53593429	2	0	1
30.0	1	1	0
33.0	2	1	0
35.0	2	1	0
70.10540726	1	0	1
27.0	2	1	0
39.17590691	1	0	1
28.0	2	1	0
58.4243669	2	0	1
27.0	1	1	0
35.0	2	1	0
27.0	1	1	0
26.0	1	1	0
61.15263518	2	0	1
26.0	1	1	0
30.68856947	2	0	1
29.0	2	1	0
61.36618754	1	0	1
86.31895962	2	0	1
72.14510609	2	0	1
70.55989049	2	0	1
60.164271	2	0	1
72.82683094	2	0	1
30.0	2	1	0
27.0	2	1	0
33.99589322	1	0	1
35.0	2	1	0
22.0	2	1	0
33.0	2	1	0
75.7734428	2	0	1
28.0	2	1	0
28.93360712	2	0	1
36.0	2	1	0
29.0	1	1	0
72.59411362	2	0	1
29.0	1	1	0
36.21629021	1	0	1
33.0	2	1	0
35.0	1	1	0
29.0	1	1	0
30.0	2	1	0
26.0	1	1	0
59.26351814	1	0	1
34.0	2	1	0
58.65845311	1	0	1
32.0	2	1	0
28.0	2	1	0
23.0	2	1	0
24.0	1	1	0
59.78370979	2	0	1
59.67145791	2	0	1
55.8275154	1	0	1
29.0	1	1	0
29.0	2	1	0
26.0	2	1	0
34.0	2	1	0
53.4072553	2	0	1
22.0	1	1	0
23.0	1	1	0
27.0	1	1	0
33.0	2	1	0
56.91991786	2	0	1
34.0	2	1	0
82.18754278	1	0	1
44.85147159	2	0	1
58.56810404	2	0	1
26.0	1	1	0
32.0	2	1	0
37.21013005	2	0	1
34.0	1	1	0
28.0	2	1	0
29.0	2	1	0
27.0	2	1	0
27.0	2	1	0
34.0	2	1	0
78.20396988	2	0	1
66.32991102	2	0	1
25.0	2	1	0
33.0	2	1	0
72.32580424	2	0	1
27.0	2	1	0
41.5954825	2	0	1
24.0	1	1	0
25.0	1	1	0
20.7118412	1	0	1
25.0	1	1	0
66.33264887	1	0	1
32.0	2	1	0
27.0	1	1	0
31.0	1	1	0
34.0	1	1	0
34.0	2	1	0
34.0	1	1	0
22.0	1	1	0
22.0	2	1	0
32.0	1	1	0
28.0	1	1	0
30.0	1	1	0
29.66461328	1	0	1
28.0	1	1	0
59.12936345	1	0	1
35.0	2	1	0
24.0	1	1	0
24.0	1	1	0
69.13347023	1	0	1
34.0	2	1	0
29.5742642	2	0	1
31.0	2	1	0
35.0	2	1	0
48.33127995	2	0	1
55.63586585	1	0	1
30.0	2	1	0
25.0	2	1	0
30.0	2	1	0
29.0	2	1	0
51.65776865	2	0	1
23.0	1	1	0
28.12046543	1	0	1
64.64613279	2	0	1
28.0	2	1	0
35.0	2	1	0
53.53593429	2	0	1
29.0	2	1	0
45.25667351	1	0	1
23.0	2	1	0
54.27789185	1	0	1
23.0	1	1	0
35.0	2	1	0
33.0	2	1	0
29.0	2	1	0
35.0	2	1	0
62.1779603	2	0	1
